sentence,word_labels,rule_attribute,missing_words,attr_words
The hike starting from Cilaos is about 6.5 hours up and 4 hours down,"O,B-attr,O,O,B-ent,O,O,O,B-qty,O,O,I-qty,I-qty,O",hike time,time <EOS>,['hike']
", Sorens had an unemployment rate of 2.8 %","O,B-ent,O,O,B-attr,I-attr,O,B-qty,I-qty",unemployment rate, <EOS>,"['unemployment', 'rate']"
The literacy rate of Lohaghat city is 80 %,"O,B-attr,I-attr,O,B-ent,I-ent,O,B-qty,I-qty",literacy rate, <EOS>,"['literacy', 'rate']"
Galsi II CD Block has an area of 219.09 km,"B-ent,I-ent,I-ent,I-ent,O,O,B-attr,O,B-qty,I-qty",area, <EOS>,['area']
Daniele Perazzi was six years old when he was introduced to firearms by his uncle,"B-ent,I-ent,O,B-qty,I-qty,O,O,O,O,O,O,O,O,O,O",age,age <EOS>,[]
Kasey Chambers has won 10 APRA Awards ( Australia ) out of 27 nominations,"B-ent,I-ent,O,B-attr,B-qty,I-qty,O,O,O,O,O,O,O,O",won awards,awards <EOS>,['won']
Hoover has a graduation rate of 94 %,"B-ent,O,O,B-attr,I-attr,O,B-qty,I-qty",graduation rate, <EOS>,"['graduation', 'rate']"
Wladimir Klitschko weighed in at 243 lbs ( 110 kg ),"B-ent,I-ent,B-attr,O,O,B-qty,I-qty,O,O,O,O",weighed, <EOS>,['weighed']
It is an annual grass often exceeding 1.5 meters in maximum height,"O,O,O,B-ent,I-ent,O,B-attr,B-qty,I-qty,O,B-attr,I-attr",maximum height, <EOS>,"['exceeding', 'maximum', 'height']"
It is an annual or perennial grass growing up to 60 to 80 centimeters tall,"O,O,O,B-ent,I-ent,I-ent,I-ent,B-attr,O,B-qty,I-qty,I-qty,I-qty,I-qty,O",height,height <EOS>,['growing']
Pacific bent grass is a tufted perennial grass growing up to 65 centimeters tall,"B-ent,I-ent,I-ent,O,O,O,O,I-ent,O,O,O,B-qty,I-qty,B-attr",height,height <EOS>,['tall']
This is a perennial grass growing up to 1.5 meters tall,"O,O,O,B-ent,I-ent,O,O,O,B-qty,I-qty,B-attr",height,height <EOS>,['tall']
"This is a small , densely tufted annual grass growing up to 15 centimeters tall","O,O,O,B-ent,I-ent,I-ent,I-ent,I-ent,I-ent,O,O,O,B-qty,I-qty,B-attr",height,height <EOS>,['tall']
This is an annual grass growing 10 to 50 centimeters tall,"O,O,O,B-ent,I-ent,O,B-qty,I-qty,I-qty,I-qty,B-attr",height,height <EOS>,['tall']
This perennial Tussock ( grass ) produces stems up to 100 centimeters tall,"O,B-ent,I-ent,O,O,O,O,O,O,O,B-qty,I-qty,B-attr",height,height <EOS>,['tall']
This perennial grass grows 3 to 5 feet tall,"O,B-ent,I-ent,O,B-qty,I-qty,I-qty,I-qty,B-attr",height,height <EOS>,['tall']
This perennial grass grows up to 110 centimeters tall,"O,B-ent,I-ent,O,O,O,B-qty,I-qty,B-attr",height,height <EOS>,['tall']
This perennial grass grows up to 3 to 4 feet tall,"O,B-ent,I-ent,O,O,B-qty,I-qty,I-qty,I-qty,I-qty,B-attr",height,height <EOS>,['tall']
This perennial grass grows up to 4 feet tall,"O,B-ent,I-ent,O,O,O,B-qty,I-qty,B-attr",height,height <EOS>,['tall']
This perennial grass grows up to 80 centimeters tall,"O,B-ent,I-ent,O,O,O,B-qty,I-qty,B-attr",height,height <EOS>,['tall']
This perennial grass reaches up to 1 meter tall,"O,B-ent,I-ent,O,O,O,B-qty,I-qty,B-attr",height,height <EOS>,['tall']
", Ropraz had an unemployment rate of 2.7 %","O,B-ent,O,O,B-attr,I-attr,O,B-qty,I-qty",unemployment rate, <EOS>,"['unemployment', 'rate']"
Kseniya Grigoreva was 22 years old at the time she competed in the Vancouver Olympics,"B-ent,I-ent,O,B-qty,I-qty,O,O,O,O,O,O,O,O,O,O",age,age <EOS>,[]
GRLW currently operates two EMD GP9 locomotives numbered 3751 and 3752,"B-ent,O,O,O,O,O,O,O,O,O,O",UNKNOWN,UNKNOWN <EOS>,[]
", Pizy had an unemployment rate of 0.8 %","O,B-ent,O,O,B-attr,I-attr,O,B-qty,I-qty",unemployment rate, <EOS>,"['unemployment', 'rate']"
Ira Berkowitz 's path to writing fiction took thirty years to complete,"B-ent,O,O,O,O,O,B-attr,I-attr,B-qty,I-qty,I-attr,I-attr",fiction took to complete, <EOS>,"['fiction', 'took', 'to', 'complete']"
Lavale is around 35 km from Pune City & 30 km from Pimpri Chinchwad,"B-ent,O,O,B-qty,I-qty,B-attr,I-attr,I-attr,O,O,O,O,O,O",distance from Pune City,distance <EOS>,"['from', 'Pune', 'City']"
Pune airport is approximately 290 km from Gaganbawada,"B-ent,I-ent,O,O,B-qty,I-qty,B-attr,I-attr",distance from Gaganbawada,distance <EOS>,"['from', 'Gaganbawada']"
Pune city is 80 km away from the Amboli village,"B-ent,I-ent,O,B-qty,I-qty,O,O,O,O,O",distance from the Amboli village,distance <EOS>,[]
The Yerwada Central Jail and the Pune Mental Hospital too are situated five kilometers,"O,B-ent,I-ent,I-ent,I-ent,I-ent,I-ent,I-ent,I-ent,O,O,B-attr,B-qty,I-qty",distance,distance <EOS>,['situated']
The city of Pune is about 55 kilometres from the village,"O,O,O,B-ent,O,O,B-qty,I-qty,B-attr,I-attr,I-attr",distance from the village,distance <EOS>,"['from', 'the', 'village']"
"Jelcz PR110 D was 12000 mm long , 2500 mm wide and 3180 mm high","B-ent,I-ent,I-ent,O,B-qty,I-qty,O,O,O,I-qty,O,O,I-qty,I-qty,O",height,height <EOS>,[]
Pattukkottai is 48 km from the city of Thanjavur,"B-ent,O,B-qty,I-qty,B-attr,I-attr,I-attr,I-attr,I-attr",distance from the city of Thanjavur,distance <EOS>,"['from', 'the', 'city', 'of', 'Thanjavur']"
The city situated 100 km from Chișinău and 100 km from Odessa,"O,B-ent,O,B-qty,I-qty,B-attr,I-attr,O,B-qty,I-qty,B-attr,O",distance from Chișinău,distance <EOS>,"['from', 'Chișinău', 'from']"
Their full - forward Athol Webb was fast but only 180 cm tall,"O,O,O,O,B-ent,I-ent,O,O,O,O,B-qty,I-qty,O",height,height <EOS>,[]
Hokksund is approximately 17 km to the west of Drammen,"B-ent,O,O,B-qty,I-qty,B-attr,I-attr,I-attr,I-attr,I-attr",distance to the west of Drammen,distance <EOS>,"['to', 'the', 'west', 'of', 'Drammen']"
"Broadcasting from Bush House lasted for 70 years , from winter 1941 to summer 2012","O,O,B-ent,I-ent,B-attr,O,B-qty,I-qty,O,O,O,O,O,O,O",duration lasted,duration <EOS>,['lasted']
"He cites Posidonius 's estimate that the moon is 230,000 miles away","O,O,O,O,O,O,O,B-ent,O,B-qty,I-qty,O",distance,distance <EOS>,[]
The grapevine of Žametovka is about 440 years old,"O,B-attr,O,B-ent,O,O,B-qty,I-qty,O",age grapevine,age <EOS>,['grapevine']
"Lexington County , SC , gets 48 inches of rain per year","B-ent,I-ent,O,O,O,B-attr,B-qty,I-qty,O,B-attr,I-attr,I-attr",gets rain per year, <EOS>,"['gets', 'rain', 'per', 'year']"
Akolner is 16 km far from its District Main City Ahmednagar,"B-ent,O,B-qty,I-qty,O,B-attr,I-attr,I-attr,I-attr,I-attr,I-attr",distance from its District Main City Ahmednagar,distance <EOS>,"['from', 'its', 'District', 'Main', 'City', 'Ahmednagar']"
Republican nominee Evelle J. Younger had 36.5 % of the vote,"O,O,B-ent,I-ent,I-ent,O,B-qty,I-qty,O,O,B-attr",vote, <EOS>,['vote']
"Raisen is 45 km from Bhopal , Its connected to Bhopal via NH - 86","B-ent,O,B-qty,I-qty,B-attr,I-attr,O,O,O,O,O,O,O,O,O",distance from Bhopal,distance <EOS>,"['from', 'Bhopal']"
"Incidentally , Blanche was born posthumously , two months after Charles died","O,O,B-ent,O,B-attr,O,O,B-qty,I-qty,O,O,O",duration born,duration <EOS>,['born']
"The mountains in the Binntal generally exceed 3,000 metres","O,B-attr,O,O,B-ent,O,B-attr,B-qty,I-qty",mountains exceed, <EOS>,"['mountains', 'exceed']"
The Baltic was frozen and the ice cruise took nearly a month,"O,O,O,O,O,O,B-ent,I-ent,B-attr,O,B-qty,I-qty",duration took,duration <EOS>,['took']
"The talks were held in Pretoria , South Africa and lasted for five days","O,B-ent,O,O,O,O,O,O,O,O,B-attr,O,B-qty,I-qty",duration lasted,duration <EOS>,['lasted']
The Fatah party offices in Jerusalem and Ramallah declared three days of mourning,"O,O,O,O,O,B-ent,I-ent,I-ent,B-attr,B-qty,I-qty,B-attr,I-attr",duration of mourning declared,duration <EOS>,"['declared', 'of', 'mourning']"
Total travel time from Sandvika to Bærums Verk was estimated at 12 minutes,"B-attr,I-attr,I-attr,O,B-ent,I-ent,I-ent,I-ent,O,B-attr,O,B-qty,I-qty",total travel time estimated,total <EOS>,"['Total', 'travel', 'time', 'estimated']"
"After the SCLR opened , travel time between Santacruz and Chembur reduced to 17 minutes","O,O,O,O,O,B-attr,I-attr,O,B-ent,I-ent,I-ent,B-attr,O,B-qty,I-qty",travel time reduced, <EOS>,"['travel', 'time', 'reduced']"
"At 149 square miles , Rockwall County has the smallest area of any Texas county","O,B-qty,I-qty,I-qty,O,B-ent,I-ent,O,O,B-attr,I-attr,O,O,O,O",smallest area, <EOS>,"['smallest', 'area']"
Kloten has an unemployment rate of 3.12 %,"B-ent,O,O,B-attr,I-attr,O,B-qty,I-qty",unemployment rate, <EOS>,"['unemployment', 'rate']"
Amaker had a field goal percentage of over 65 percent in those games,"B-ent,O,O,B-attr,I-attr,I-attr,O,O,B-qty,I-qty,O,O,O",field goal percentage, <EOS>,"['field', 'goal', 'percentage']"
"Together , Niagara 's generating stations can produce about 4.4 gigawatts of power","O,O,O,O,B-attr,I-attr,O,I-attr,O,B-qty,I-qty,B-attr,I-attr",generating stations of power produce, <EOS>,"['generating', 'stations', 'produce', 'of', 'power']"
"Shree Airlines has delivered over 8,000,000 kilograms of food to the Nepalese population","B-ent,I-ent,O,B-attr,O,B-qty,I-qty,O,B-attr,I-attr,I-attr,I-attr,I-attr",mass of food delivered to the Nepalese population,mass <EOS>,"['delivered', 'food', 'to', 'the', 'Nepalese', 'population']"
Koryo Tours takes in over 50 % of westerners visiting North Korea,"B-ent,I-ent,B-attr,O,O,B-qty,I-qty,O,B-attr,I-attr,I-attr,I-attr",percentage of westerners visiting North Korea,percentage <EOS>,"['takes', 'westerners', 'visiting', 'North', 'Korea']"
Sault Ste. Marie was at one time a haven for Italy immigrants,"B-ent,I-ent,I-ent,O,O,O,O,O,O,O,O,O",UNKNOWN,UNKNOWN <EOS>,[]
Crystal Kay was only 14 years old when this album was released,"B-ent,I-ent,O,O,B-qty,I-qty,O,O,O,O,O,O",age,age <EOS>,[]
Vanj town is about 20 km upstream from the Panj,"B-ent,I-ent,O,O,B-qty,I-qty,B-attr,I-attr,I-attr,I-attr",distance upstream from the Panj,distance <EOS>,"['upstream', 'from', 'the', 'Panj']"
The largest recorded female smooth skate measured 158 cm PL,"O,B-ent,I-ent,I-ent,I-ent,I-ent,B-attr,B-qty,I-qty,O",length measured,length <EOS>,['measured']
Team International was eliminated afterwards at 20 minutes and 34 seconds by Yoshino,"B-ent,I-ent,O,B-attr,O,O,B-qty,I-qty,O,O,O,O,O",duration eliminated,duration <EOS>,['eliminated']
The average temperature for the year in Bageshwar is 20.4 °C ( 68.8 °F ),"O,B-attr,I-attr,I-attr,I-attr,B-ent,O,O,O,B-qty,I-qty,O,O,O,O",average temperature for the year, <EOS>,"['average', 'temperature', 'for', 'the']"
Lawalong CD Block has an area of 393.86 km,"O,B-ent,I-ent,O,O,B-attr,O,B-qty,I-qty",area, <EOS>,['area']
", Mauborget had an unemployment rate of 9.2 %","O,B-ent,O,O,B-attr,I-attr,O,B-qty,I-qty",unemployment rate, <EOS>,"['unemployment', 'rate']"
"The Wakapuaka Cemetery now covers an area of 140,000 square metres","B-ent,I-ent,I-ent,O,O,O,B-attr,O,O,B-qty,I-qty",area, <EOS>,['area']
", Rohrbachgraben had an unemployment rate of 1.02 %","O,B-ent,O,O,B-attr,I-attr,O,B-qty,I-qty",unemployment rate, <EOS>,"['unemployment', 'rate']"
Barnard Drummond Clarkson who owned the land had one acre lots surveyed,"B-ent,I-ent,I-ent,O,O,O,O,O,B-qty,I-qty,B-attr,O",area,area <EOS>,['lots']
Aryankavu is 78 km away from Kollam and 36 km away from Punalur,"B-ent,O,B-qty,I-qty,O,B-attr,I-attr,O,O,I-qty,O,O,O",distance from Kollam,distance <EOS>,"['from', 'Kollam']"
Capesterre-Belle-Eau covers an area of 103.3 km² ( 39.884 sq mi ),"O,O,O,B-attr,O,B-qty,O,O,O,O,O,O",area, <EOS>,['area']
The average annual temperature in Wokha is 17.8 °C,"O,B-attr,I-attr,I-attr,O,B-ent,O,B-qty,I-qty",average annual temperature, <EOS>,"['average', 'annual', 'temperature']"
The summer temperature of Wokha ranges from 16.1 °C to 32 °C,"O,B-ent,B-attr,O,O,I-attr,O,B-qty,I-qty,I-qty,I-qty,I-qty",temperature ranges, <EOS>,"['temperature', 'ranges']"
"The Pleistocene epoch lasted from 2.6 million years ago until 12,000 years ago","O,B-ent,I-ent,B-attr,O,B-qty,I-qty,I-qty,O,O,O,I-qty,O",epoch lasted, <EOS>,['lasted']
Simplygon Cloud can be used to optimize any 3 D model,"B-ent,I-ent,O,O,O,O,O,O,O,O,O",UNKNOWN,UNKNOWN <EOS>,[]
"A Buddharupa she had purchased for £50 sold for £3,800 , a 7,500 % profit","O,B-ent,O,O,B-attr,O,B-qty,O,O,O,O,O,O,O,O",amount purchased,amount <EOS>,['purchased']
This Buddharupa stands 83 cm tall and weighs around 50 kg,"B-ent,I-ent,O,B-qty,I-qty,B-attr,O,O,O,O,O",height,height <EOS>,['tall']
Bhutan 's inflation rate was estimated at about three percent in 2003,"B-ent,I-ent,B-attr,I-attr,O,I-attr,O,O,B-qty,I-qty,O,O",inflation rate estimated, <EOS>,"['inflation', 'rate', 'estimated']"
Bhutan has a median age of 24.8 years,"B-ent,O,O,B-attr,I-attr,O,B-qty,I-qty",median age, <EOS>,"['median', 'age']"
Currently Bhutan 's clean energy exports offset approximately 6 million tons of carbon dioxide,"O,O,O,B-attr,I-attr,I-attr,I-attr,O,B-qty,I-qty,I-qty,B-attr,I-attr,I-attr",clean energy exports offset of carbon dioxide , <EOS>,"['clean', 'energy', 'exports', 'offset', 'of', 'carbon', 'dioxide']"
The literacy rate in Bhutan is 59.5 percent,"O,B-attr,I-attr,O,B-ent,O,B-qty,I-qty",literacy rate, <EOS>,"['literacy', 'rate']"
The Engilchek Glacier is about 50 km east of the town,"B-ent,I-ent,I-ent,O,O,B-qty,I-qty,B-attr,O,O,O",distance east of town,distance <EOS>,['east']
""" Lilium cernuum "" typically grows to 50 cm tall","O,B-ent,I-ent,O,O,B-attr,O,B-qty,I-qty,B-attr",height,height <EOS>,"['grows', 'tall']"
The Sawai Bhoj Temple in Bhilwara is claimed to be more than 400 years old,"O,B-ent,I-ent,I-ent,O,O,O,O,O,O,O,O,B-qty,I-qty,O",age,age <EOS>,[]
Total diameter of Bhilwara is nearly 70 km,"B-attr,I-attr,O,B-ent,O,O,B-qty,I-qty",total diameter,total <EOS>,"['Total', 'diameter']"
When Croswell was seven years old his mother and younger sister died of fever,"O,B-ent,O,B-qty,I-qty,O,O,O,O,O,O,O,O,O",age,age <EOS>,[]
"Chrysler , meanwhile , increased its holding to over 20 percent","B-ent,O,O,O,B-attr,O,I-attr,I-attr,O,B-qty,I-qty",increased holding, <EOS>,"['increased', 'holding', 'to']"
"Chrysler documents specify 2,500 hp , the figure used here . ""","B-ent,I-ent,B-attr,B-qty,I-qty,O,O,O,O,O,O,O",power,power <EOS>,['specify']
"Chrysler sold over 10,000 PT Cruisers in Japan","B-ent,B-attr,O,B-qty,I-qty,I-attr,O,O",sold cruisers,cruisers <EOS>,"['sold', 'Cruisers']"
", Arnex-sur-Orbe had an unemployment rate of 3.5 %","O,O,O,O,B-attr,I-attr,O,B-qty,I-qty",unemployment rate, <EOS>,"['unemployment', 'rate']"
""" Helveticosaurus "" is about 2 meters long from snout to tail","O,B-ent,O,O,O,B-qty,I-qty,B-attr,O,O,O,O",height,height <EOS>,['long']
Birkur 's major economy is agrarian ( 85 % ) in nature,"O,O,B-attr,I-attr,O,O,O,B-qty,I-qty,O,O,O",major economy, <EOS>,"['major', 'economy']"
The next day Aaron discovers Gordon left him and Liv £250.000 each in his will,"O,O,O,O,O,B-ent,B-attr,O,O,O,B-qty,O,O,O,O",amount left,amount <EOS>,['left']
"Bardevanhal is 4 km southwest of Kodekal , across the Dhon River","B-ent,O,B-qty,I-qty,B-attr,I-attr,I-attr,O,O,O,O,O",distance southwest of Kodekal,distance <EOS>,"['southwest', 'of', 'Kodekal']"
"Walong 's approximate position is 28 degrees 06 minutes North , 97 degrees East","O,O,B-attr,I-attr,O,B-qty,I-qty,O,O,O,O,O,I-qty,O",approximate position, <EOS>,"['approximate', 'position']"
", Agarn had an unemployment rate of 1.6 %","O,B-ent,O,O,B-attr,I-attr,O,B-qty,I-qty",unemployment rate, <EOS>,"['unemployment', 'rate']"
", Bodio had an unemployment rate of 5.12 %","O,B-ent,O,O,B-attr,I-attr,O,B-qty,I-qty",unemployment rate, <EOS>,"['unemployment', 'rate']"
Hippolyte Garnier was 77 years old when his brother Baptiste died,"B-ent,I-ent,O,B-qty,I-qty,O,O,O,O,O,O",age,age <EOS>,[]
Knonau has an unemployment rate of 2.21 %,"B-ent,O,O,B-attr,I-attr,O,B-qty,I-qty",unemployment rate, <EOS>,"['unemployment', 'rate']"
", Siselen had an unemployment rate of 1.6 %","O,B-ent,O,O,B-attr,I-attr,O,B-qty,I-qty",unemployment rate, <EOS>,"['unemployment', 'rate']"
North Wilkesboro is approximately 20 minutes west of Interstate 77,"B-ent,I-ent,O,O,B-qty,I-qty,B-attr,I-attr,I-attr,I-attr",duration west of Interstate 77,duration <EOS>,"['west', 'of', 'Interstate', '77']"
Michigan 's defense allowed a season - high 527 yards of offense during the game,"O,O,B-attr,O,O,O,O,O,B-qty,I-qty,O,O,O,O,O",defense yards, <EOS>,['defense']
"Michigan set a new season high in offense , totaling 581 yards during the game","B-ent,B-attr,O,I-attr,I-attr,O,O,O,O,O,B-qty,I-qty,O,O,O",set new season, <EOS>,"['set', 'new', 'season']"
The maximum speed between Karlsruhe and Offenburg would be 250 km / h,"O,B-attr,I-attr,O,B-ent,I-ent,I-ent,O,O,B-qty,I-qty,I-qty,I-qty",maximum speed, <EOS>,"['maximum', 'speed']"
Thayamangalam is 22.8 km far from its District Main City Sivaganga,"B-ent,O,B-qty,I-qty,O,B-attr,I-attr,I-attr,I-attr,I-attr,I-attr",distance from its District Main City Sivaganga,distance <EOS>,"['from', 'its', 'District', 'Main', 'City', 'Sivaganga']"
"Jackson Township , New Jersey , gets 45 inches of rain per year","B-ent,I-ent,O,O,O,O,B-attr,B-qty,I-qty,O,B-attr,O,O",gets rain per year, <EOS>,"['gets', 'rain']"
The Katanga Supergroup Unconformity # Nonconformity overlies the 883 Ma Nchanga Granite,"O,B-ent,I-ent,I-ent,I-ent,I-ent,B-attr,O,B-qty,I-qty,O,O",age,age <EOS>,['overlies']
Unterfladnitz lies about 5 km from Weiz,"B-ent,O,O,B-qty,I-qty,B-attr,I-attr",distance from Weiz,distance <EOS>,"['from', 'Weiz']"
The ice road between Pegasus Field and McMurdo Station is about 14 miles,"O,B-attr,I-attr,O,B-ent,I-ent,O,O,O,O,O,B-qty,I-qty",ice road length,length <EOS>,"['ice', 'road']"
Nukutavake 's length is 5 km and its width between 0.45 km and 1.3 km,"B-ent,O,B-attr,O,B-qty,I-qty,O,O,O,O,O,O,O,O,O",length, <EOS>,['length']
Brentford finished the campaign in 4th - place and lost £127 for the season,"B-ent,O,O,O,O,O,O,O,O,B-attr,B-qty,O,O,O",amount lost,amount <EOS>,['lost']
The average rainfall of Midland - Odessa is 14.96 inches,"O,B-attr,I-attr,O,B-ent,O,I-ent,O,B-qty,I-qty",average rainfall, <EOS>,"['average', 'rainfall']"
The Lexus Link telematics service is introduced on the HS 250 h,"O,B-ent,I-ent,I-ent,I-ent,O,O,O,O,O,O,O",UNKNOWN,UNKNOWN <EOS>,[]
The one in Grünstadt is 5 km away,"O,O,O,B-ent,O,B-qty,I-qty,O",distance,distance <EOS>,[]
The North Kaibab Trail leads 14 miles to the North Rim,"O,B-ent,I-ent,I-ent,B-attr,B-qty,I-qty,B-attr,I-attr,I-attr,I-attr",distance to the North Rim,distance <EOS>,"['leads', 'to', 'the', 'North', 'Rim']"
MISC Berhad held a 50 % stake in VTTI from May 2010 until August 2015,"B-ent,O,B-attr,O,B-qty,I-qty,B-attr,I-attr,I-attr,O,O,O,O,O,O",held stake in VTTI, <EOS>,"['held', 'stake', 'in', 'VTTI']"
"Harmon ran for five yards , and fullback Bob Westfall then ran for the touchdown","B-ent,B-attr,O,B-qty,I-qty,O,O,O,O,O,O,B-attr,O,O,O",ran yards, <EOS>,"['ran', 'ran']"
", Zeihen had an unemployment rate of 1.9 %","O,B-ent,O,O,B-attr,I-attr,O,B-qty,I-qty",unemployment rate, <EOS>,"['unemployment', 'rate']"
", Leukerbad had an unemployment rate of 3.1 %","O,B-ent,O,O,B-attr,I-attr,O,B-qty,I-qty",unemployment rate, <EOS>,"['unemployment', 'rate']"
An Iranian cultural heritage organization has verified that Harireh is at least 800 years old,"O,O,O,O,O,O,O,O,B-ent,O,O,O,B-qty,I-qty,O",age,age <EOS>,[]
"Cave Spring , Missouri lies approximately one mile to the east","B-ent,I-ent,O,O,B-attr,O,B-qty,I-qty,O,O,B-attr",distance to the east,distance <EOS>,"['lies', 'east']"
Hoogehaar has an altitude of 9 meters ( 32 feet ),"B-ent,O,O,B-attr,O,B-qty,I-qty,O,O,O,O",altitude, <EOS>,['altitude']
"Human occupation of Xépôn goes back at least 2,000 years","O,B-attr,O,B-ent,B-attr,O,O,I-attr,B-qty,I-qty",human occupation goes least,human <EOS>,"['occupation', 'goes', 'least']"
Sisters Island ( Queensland ) Sisters Island is about 40 km north of Dunk Island,"B-ent,I-ent,O,O,O,O,I-ent,O,O,B-qty,I-qty,B-attr,I-attr,I-attr,I-attr",distance north of Dunk Island,distance <EOS>,"['north', 'of', 'Dunk', 'Island']"
"When Thomas Birch Freeman was six years old , his father passed away","O,B-ent,I-ent,I-ent,O,B-qty,I-qty,O,O,O,O,O,O",age,age <EOS>,[]
York Suburban Senior High School 's rate was 90.87 % for 2010,"B-ent,I-ent,I-ent,I-ent,I-ent,O,B-attr,O,B-qty,I-qty,O,O",rate, <EOS>,['rate']
Equinix had acquired a 53 % stake in ALOG in 2011,"B-ent,O,B-attr,O,B-qty,I-qty,B-attr,I-attr,I-attr,O,O",acquired stake in ALOG, <EOS>,"['acquired', 'stake', 'in', 'ALOG']"
